,AK5,C12orf75,CAMKK1,CD1C,CD38,CHSY1,CLEC10A,CYB561,DDIT4,DHRS13,DTYMK,EPHX2,FKBP4,GHRL,GNG2,GPCPD1,GZMB,ID3,IL13RA1,IL1B,LLGL2,MEGF6,MS4A3,MUM1,NPEPL1,NR1D1,NR1D2,NSUN3,PARP2,PDK1,PER1,PGPEP1,POLH,REM2,SH2D1B,SLPI,STIP1,SYT11,TCN1,TIAM2,ZNF438,target
GSM969056,8.438223594,9.223564529,4.319317005,9.06365157,8.803961496,12.09234514,5.287904383,9.74040538,10.17553929,9.750258064,8.282077496,9.305081664,5.503002375,10.01787781,7.871587195,12.51004048,13.77409486,9.930757325,13.44872661,12.7330942,7.430859037,8.304925918,6.01178546,8.766832054,12.59964852,8.67556444,8.907154998,7.526524214,9.150888492,9.435007865,7.941817715,8.917054721,7.936896269,3.888217328,7.288872249,8.49450937,7.01427988,6.191116097,8.723986098,9.874483,11.50716065,17:45
GSM969057,8.776417213,9.26508409,4.632627592,9.049345008,8.850784873,12.32100493,6.107651664,9.776443089,10.03146495,9.889100373,8.697818436,9.700001664,5.952211375,9.83088552,7.640634727,12.71023103,13.49437884,10.05183363,13.19385449,12.67523309,7.575734376,8.609983003,6.311908135,8.837572528,12.29413631,8.7719669,9.326097741,7.475092478,9.259297159,9.800486214,8.048014023,9.184067767,7.953811575,4.344713162,7.437880866,8.571846261,7.343399156,6.317467689,8.915628926,9.92597476,11.58602803,20:45
GSM969058,8.974199959,9.00806742,4.334411456,8.658532968,8.721836149,12.15048937,5.525796452,9.776718282,9.996642307,9.741813157,8.535268868,9.794611238,5.236969719,9.635631765,7.586738849,12.66234598,13.42647579,10.14063579,12.9654411,12.35972962,7.515474749,8.420550114,5.740139173,8.804204488,12.51004048,9.054330056,8.907620162,7.317921529,9.310937737,9.781209816,8.350229287,9.13998117,7.911272736,4.291617145,6.971958413,8.659875567,7.04570278,6.096832751,8.590249795,9.742637729,11.27220934,23:45
GSM969059,8.900590751,8.740420954,4.439458289,8.623596311,8.71372097,12.24749072,5.392840041,9.664765979,10.86444479,9.612348874,8.455140429,9.636718455,5.363866232,9.875090547,7.507516132,12.70831921,13.21896468,10.09761223,13.27741966,12.55976709,7.235903408,8.653273089,5.963345627,8.704697752,12.41870233,8.971393797,9.077307956,7.427929689,9.343163932,9.787219404,8.501322782,9.189884836,7.907189503,3.696254919,6.950991131,8.584530231,7.067193558,6.057257214,8.932728346,10.06964281,11.29872202,2:45
GSM969060,8.84648615,9.020609013,4.145263192,8.777140538,8.47725622,11.97829124,5.457402205,9.469250918,10.68203316,9.285770904,8.512341711,9.445938336,5.473870401,10.36603838,7.888086528,12.92256304,13.41745624,10.08883459,13.52670355,12.48249934,7.317921529,8.024616018,6.218613495,8.694342813,12.53832601,9.031355041,9.175172573,7.400926974,9.315203899,9.672394745,8.707976233,8.566330563,7.823336647,4.211102205,6.881507997,8.845294469,6.645194813,5.900778772,9.030160952,9.596588677,11.29296349,5:45
GSM969061,8.056134704,8.942053864,5.177097783,8.52059082,8.782043153,12.09101467,5.235079845,9.508671146,11.34927606,9.787796864,8.491710959,8.928938774,5.7063165,10.33135356,7.837357363,12.59964852,13.79076407,9.890278901,13.98707756,12.58795318,7.424155381,8.590249795,5.963577887,8.826601138,12.7999906,8.632313973,8.761902609,7.487922275,9.154495521,9.44067799,9.062190867,9.122624023,7.686187824,4.111767683,7.640850524,9.036162107,7.250294463,6.483311807,8.835925965,10.31481537,11.45532478,8:45
GSM969062,8.003153425,8.924274262,4.947411793,8.841248361,8.988748083,12.40593313,5.278396484,9.222566463,10.69530646,9.907667997,8.386442147,8.742285396,5.532759404,10.27410879,8.165177984,12.93924467,13.86524702,9.784930944,14.13155436,12.84250505,7.453625673,8.626822741,6.042674851,8.813493429,12.73608666,8.277462339,8.366644954,7.572873878,9.138762229,9.591506799,8.208956237,8.967115292,7.800896862,4.164993832,7.820009455,8.910886911,7.167036537,6.592182921,9.144598559,10.48151549,11.58215619,11:45
GSM969063,8.022111461,8.972548358,4.396821406,9.204646558,8.800888951,12.47901804,5.463078698,9.451123975,10.58154188,10.19342417,8.47587404,8.949354592,5.647692444,10.1052468,7.941576423,12.8604921,13.31708706,9.849819522,13.84216515,13.00008746,7.247832954,8.408966013,5.65796816,8.835925965,12.82653286,8.330216534,8.521748258,7.414963234,9.057445612,9.479933804,8.339504112,8.84264956,7.888787632,3.601110901,7.341572299,8.800657729,7.228609597,6.598800425,8.638053584,10.11389868,11.44015587,14:45
GSM969064,8.256407155,8.945102957,4.797883658,9.219338988,8.710040739,12.58174044,5.825652791,9.291809357,10.4580488,10.4689351,8.381225357,8.9689971,5.81654272,10.4499248,8.10710732,12.88848484,13.63771015,9.902454185,14.0738729,13.26491902,7.409561586,8.973980125,5.737357219,8.746238993,12.84153157,8.351134719,8.422367004,7.644124098,8.962843629,9.671291293,8.413082227,9.105408131,7.738420011,4.648548395,7.629320861,9.282827845,7.243301232,6.859050016,8.820288207,10.41599504,11.80467989,17:45
GSM969065,8.311622639,9.384755335,4.66778237,8.713037732,8.917524177,12.1243507,5.305139175,9.423874297,10.66079259,9.887377742,8.433807903,9.307627159,5.671824325,9.980838817,7.992239441,12.372702,13.97396417,9.969553233,13.13352422,12.60867158,7.420536144,8.215506265,6.446626632,8.817524753,12.72829106,8.691941303,9.086778363,7.67852234,9.184314513,9.346992171,8.170991491,9.168827888,7.773117334,3.81519948,7.437880866,8.889672807,7.177249424,6.057763371,9.122168962,10.07118472,11.15682578,13:45
GSM969066,8.446850432,9.233899912,4.3256885,8.875839158,8.886416342,12.08610092,5.276607671,9.646812718,10.65439621,9.877140665,8.497041479,9.406391836,5.683188076,10.05153451,7.815067617,12.59786216,14.16146866,9.928973015,13.22735231,12.57913953,7.588900205,8.268873121,6.473106525,8.792730396,12.57381851,8.612004254,9.067729097,7.541787544,9.221115455,9.442785743,8.090893835,8.991620495,7.733867794,3.635478715,7.561832188,9.218612817,7.141927776,6.354843889,9.035180707,9.912068148,11.37541462,16:45
GSM969067,8.668876186,9.05097917,4.517645931,8.828718982,8.890838854,12.1209406,5.353597154,9.719465278,10.0823731,9.84701373,8.506152741,9.538911654,5.854807808,9.873924169,7.669256399,12.51917021,14.04710209,10.00080756,13.35871143,12.77961161,7.550539667,8.388967742,6.182035361,8.786876278,12.50759539,8.994907051,9.148717131,7.304535444,9.29479431,9.335623746,8.038534281,8.988292864,7.807225169,3.973592995,7.623160175,8.741565948,7.190493505,6.258218441,8.983336588,10.02305375,11.38421434,19:45
GSM969068,8.505235185,9.081144094,4.974315206,8.661737412,8.409181802,12.07328948,5.596608925,9.632398191,9.938786399,10.06103122,8.616654943,9.914718808,5.888221795,9.559182318,7.88231254,12.57649802,13.28350088,9.993934165,12.65035797,12.72924688,7.597695913,8.342503779,6.061125934,9.012369818,12.69715107,8.489418764,9.101275135,7.492554609,9.321264304,9.47863809,8.282295367,9.255856248,7.529789796,4.370078299,6.848717492,9.209362703,7.201836004,5.702307419,8.447295844,9.602861256,11.28023481,22:45
GSM969069,8.515545017,8.9346154,4.301963591,8.584092533,8.22093997,12.18321729,5.072042499,9.530260368,9.86159092,10.03176622,8.457673218,9.901863109,5.504289516,9.531006813,7.842585967,12.80991412,13.12620269,10.02033431,12.79610359,12.82561881,7.376454665,8.439342613,5.670565715,8.919850346,12.39001161,8.538059762,9.207713559,7.396034072,9.571466561,9.44568739,8.125276404,9.365499172,7.22365498,4.419033853,6.712291841,9.210565065,6.920820334,5.340479844,8.660827889,10.16055268,11.40256086,1:45
GSM969070,7.79980194,9.99752761,4.851378162,8.215506265,8.260990549,11.26805956,5.194280203,9.641643089,11.13952918,10.12253943,8.212547314,9.617847197,5.425909313,10.05919428,8.484181339,12.37975973,13.91795423,9.874205465,12.89277109,11.71984837,7.059459297,7.727071643,6.168720948,8.614343065,12.74591851,8.803514129,9.345713682,8.036273413,9.25363582,8.398179608,9.268048127,9.229789373,7.063327398,3.698514039,6.774419773,9.51150322,7.097410631,5.413285092,8.39425064,10.01450351,10.99975885,4:45
GSM969071,7.90901984,9.076600579,5.298979943,8.561262817,8.268873121,12.26274486,5.107270356,9.215265804,10.93298466,9.991582467,8.459962706,8.864807312,5.738372558,10.55017065,8.631164872,13.14167708,13.91491539,9.671039196,13.66589599,12.91012981,7.439893584,8.532236451,6.355547628,8.445923293,12.6437002,8.030098655,8.791332834,7.506649465,8.903190096,9.455899325,8.644278832,8.738078674,7.210533686,4.628830739,7.961071834,10.04024589,6.982728294,6.040500903,9.21885587,10.67016873,11.71012011,7:45
GSM969072,7.91787395,8.788075415,5.191273385,8.800657729,8.733228176,12.04789823,5.801447092,9.410189234,10.65777423,10.08172624,8.366170416,8.840103274,5.72414468,10.16464681,8.112698511,12.84856501,13.68576367,9.69298908,13.89643566,12.60690456,7.309420398,8.357579981,5.81849505,8.638053584,12.86768793,8.391513657,8.432921047,7.538683275,9.147246495,9.31848297,8.478393475,8.959094976,7.604072269,4.178499093,7.521653584,9.197514831,7.217671798,6.338526182,8.729719029,10.74979063,11.41609409,10:45
GSM969073,7.923390521,8.854089303,4.964663492,8.787836542,8.870944462,12.15538985,5.680418925,9.520172285,10.43187218,10.21972146,8.445246712,8.9346154,5.902773768,9.877731348,8.061930574,12.84250505,13.98368965,9.7957416,13.71584456,12.7629247,7.603841293,8.377398245,5.625629756,8.925898964,12.77664749,8.229569435,8.501322782,7.481103823,9.143614593,9.233430968,8.252827404,9.231490598,7.836012957,4.080945996,7.893609814,9.183569697,7.222948815,6.315380318,8.514872274,10.56553882,11.44515777,13:45
GSM969074,7.686613416,9.394424121,5.132977928,9.065086389,8.358728748,11.69654827,5.623289736,9.814140712,10.46195095,10.42638052,8.783908825,9.427506794,5.954923895,9.85149171,8.103073733,12.3061903,13.28233009,9.92301035,13.05073641,12.39164571,7.276378644,8.212547314,5.857312263,9.0111573,12.7903182,8.478393475,9.026378614,7.444333814,9.168827888,8.58204031,8.491018868,9.573582679,7.473993399,4.330194911,6.984110381,9.415543682,7.55226808,6.007416785,8.388052668,10.42497328,11.31162219,16:45
GSM969075,8.590447795,8.763969677,4.376922485,9.339359888,9.386753486,11.55302706,5.838304721,10.19663762,9.404612057,9.638341958,8.67372686,9.731444324,5.882614747,9.317742041,7.964191638,11.84689496,13.35245087,9.503699461,12.91116823,12.97088744,8.057240224,8.273688592,4.936334207,8.654183891,12.556314,8.960024122,9.061001181,8.331785382,8.773344374,9.090160342,8.180071268,9.0256647,7.561165084,5.067325112,5.82614637,10.06319211,7.2299268,6.475225227,6.855412848,9.466852367,11.13312853,22:25
GSM969076,9.184067767,8.789469388,4.361613509,9.355886199,9.093321583,11.54786605,5.540967687,10.2885868,11.89851643,9.567986992,8.63025722,10.34558964,6.01978998,8.831058798,8.004491078,11.74558051,13.27247672,9.533852931,12.19733596,12.55039129,8.013788842,8.423968328,4.756792802,8.769406558,12.26931689,8.990902167,9.263332113,8.119874623,8.817754557,9.461758184,9.147745959,9.270008497,7.746786698,3.805846422,5.555909312,9.715836658,7.224544725,6.335529192,6.870989251,9.208419865,10.76231488,2:25
GSM969077,8.055458506,8.43222383,4.797335558,8.8814323,9.278773762,11.76705292,5.571072273,10.08941954,10.29785519,9.597709903,8.523595392,9.651968779,5.664779522,9.709944496,8.612004254,11.92804618,13.161262,9.463096176,13.26738944,12.96652486,7.778375696,8.835213158,4.824689086,8.650463753,12.47655008,8.516018546,9.045017961,8.47587404,8.445027033,9.2312419,8.547631442,9.175658604,7.105085479,5.030068069,5.815812436,10.42672083,7.36546885,6.474977975,7.466466769,9.818957379,11.51344154,4:25
GSM969078,8.319304102,9.300802595,5.174709038,9.23246881,9.482284027,11.51239021,6.05631145,10.19820661,10.87454637,9.705849747,8.826115582,9.615941081,5.759869802,9.81664829,8.25711076,11.69710651,14.51400184,9.659874304,12.99474458,12.79710517,8.226363255,7.798057642,4.56751648,8.584092533,12.5225642,8.323136896,8.76823692,8.202451299,8.688928055,9.051685243,8.695041484,9.325081498,7.261558486,4.680655391,7.016860288,10.65813111,7.199998247,6.484249784,6.969440911,9.646253417,11.00831955,10:37
GSM969079,7.913683239,9.026855414,5.177640906,9.17274764,9.527363568,11.56052212,6.200523012,10.17300175,10.12118645,9.687983719,8.710973513,9.514975644,5.98261843,9.966248658,8.379408473,11.85666318,14.41892664,9.557613041,13.13592119,12.98180725,8.326995297,7.751797318,4.752620319,8.606367172,12.54864681,8.43500934,8.633655806,8.184997876,8.743645939,9.030646006,8.389178516,9.308385162,7.420536144,4.421102761,6.808863274,10.63117469,7.301793104,6.689259631,6.868781781,9.965949455,11.0201272,13:26
GSM969080,8.237990923,9.029684363,4.865018827,9.541529405,9.50420065,11.18011067,6.088056258,10.17681304,10.1674192,9.958174089,8.844067898,9.895138362,6.329446654,9.891479585,8.541889205,11.81782143,14.2030575,9.181787488,12.49916532,13.03535253,8.178281161,7.839329528,4.495192778,8.935338411,12.58430823,8.690583994,8.889924212,7.801994751,8.76659062,8.899698447,8.476322402,9.589030065,7.351812678,4.103791231,6.358030262,10.74746117,7.316399395,6.154939099,6.740231732,9.561019773,10.97968495,16:25
GSM969081,8.54055115,9.403336088,4.82804046,9.365978818,9.584006925,11.46476017,5.355112091,10.36782233,10.03448,10.2777522,8.573685399,9.925119752,6.140197937,9.682467691,8.352049353,11.6725484,14.63978006,9.452677233,12.41641618,13.02652218,8.469009111,7.712615063,4.550928969,8.561046718,12.42557378,8.660343754,9.444335808,8.259424635,8.439112288,8.883548322,8.294503707,9.638341958,7.350904756,3.707477569,6.934819713,10.63439842,7.634316281,6.84436134,6.642706627,9.354086586,11.05097536,19:25
GSM969082,9.018748711,9.538911654,4.941179839,9.739845767,9.182569939,11.40960675,5.73884863,9.936031639,10.7937856,10.05004004,9.068235542,10.11577723,5.930100848,9.589614984,8.240233629,12.17550149,14.91071503,9.941710508,13.05859931,12.91631544,8.493576924,8.547403861,5.062975812,8.741565948,12.31144985,8.894290615,9.14850105,8.083485027,8.961451116,9.181787488,8.337025045,9.508413365,7.573983689,4.106207667,7.277977296,10.83726086,6.913270143,6.949402794,7.262463068,10.2942003,11.03045205,15:25
GSM969083,8.675112958,9.365014028,4.898782334,9.418663635,9.080890087,11.55726071,6.042430686,9.875665074,10.19089767,10.14307949,8.543019063,10.03420006,5.731753255,9.502405321,8.513687126,11.8857074,14.38275549,9.853517736,12.67338309,12.5969271,8.651415282,8.213002052,4.535024291,8.650215252,12.75485463,9.094309739,9.135196312,8.263223677,8.968753425,9.011626419,8.287074531,9.461247996,7.492554609,3.362532862,6.873048547,10.54918307,7.204311547,6.342462582,7.055305222,10.03598769,10.60601899,18:25
GSM969084,8.861747879,9.5097139,4.805191339,9.535691129,9.018969036,11.55407161,5.906470675,9.900736021,10.28067224,10.01332828,8.791561893,10.04357609,6.126749131,9.450584927,8.168948755,11.97000059,14.50176342,9.961782905,12.66884588,12.72924688,8.42602309,8.3335999,4.987360019,8.887867444,12.42709494,9.000536707,9.089913487,8.251006182,9.16619091,9.1402095,8.363278921,9.351577217,7.8289965,4.440684401,7.214091158,10.92506173,7.279073789,6.506433422,7.484369925,9.932225045,10.85011204,21:25
GSM969085,8.727212073,9.074694225,4.307706499,9.561549249,8.809831022,11.35318454,5.791793031,10.01091676,9.693261002,10.20588139,8.792952754,10.34197844,5.830154371,9.019911444,8.011123672,12.00421358,13.58008716,10.05337504,12.59964852,12.52771482,8.339284596,8.759811842,4.630270376,9.089184257,12.35280022,8.969262905,9.257310892,7.812858514,8.665191556,9.13998117,8.584758773,9.705285208,7.526524214,3.826961246,5.887722135,10.60708251,6.898276734,6.080573535,6.611083379,10.13659621,10.73016196,0:25
GSM969086,9.176670194,8.970954005,5.009171242,9.551250186,8.859650303,11.18653896,5.864993168,10.06626618,10.21296777,10.0604153,8.777384416,10.47901471,5.850127099,8.929867566,8.111567534,12.08681778,13.23217161,10.09426389,12.50423267,12.30695885,8.174879853,8.788534001,4.500457364,8.835452886,12.51998091,9.034940057,9.406646634,7.984729093,8.775705567,9.413493444,8.580946336,9.5063108,7.63883713,4.11703155,6.264761299,10.22465058,7.074911443,6.196950574,6.631452144,9.99034882,10.59143109,3:25
GSM969087,8.80793375,9.240644819,5.142205525,9.441724787,9.187482009,11.10471654,5.666050781,10.14741755,10.92716745,10.59327093,8.560822314,10.44678015,5.666288701,9.757832206,8.515095861,11.96873241,13.51075489,9.383956689,12.60341627,12.49085439,8.454207612,9.163049632,5.502238062,8.695757907,12.41475988,9.186980974,9.863048285,8.186350663,8.674427471,8.983546922,8.965410466,9.869905121,7.427241539,4.274507464,5.853575513,10.77985019,7.282036411,6.431158766,7.274350803,10.21874603,10.84404054,6:25
GSM969088,8.624060261,9.242714455,5.100028893,9.221356287,8.975393375,11.75437422,6.026952954,9.732883994,11.15908057,10.23012905,8.735047006,9.664490381,5.54924631,9.651136415,8.255506905,12.07328948,14.57752364,9.790931493,12.94238545,12.84750694,8.365255265,8.481077653,5.187404004,8.744556964,12.42940721,8.997486342,9.162102006,7.936896269,8.838935883,9.120752953,8.861747879,9.659609161,7.47823392,4.633158557,7.032754737,10.83851648,7.323745349,6.686030134,7.370870746,10.26563093,10.77247548,9:25
GSM969089,8.142159034,9.104917291,5.315999383,9.396475476,8.964958552,11.7699304,5.857557476,9.495939263,10.70761944,10.41741173,8.625907173,9.450853252,5.880374139,9.634846469,8.538519523,12.18321729,14.66423692,9.568787925,13.28477193,12.8365315,8.423729248,8.138304309,5.156722718,8.778817627,12.72829106,8.551315875,8.779740127,7.926749372,8.960024122,9.055058412,8.685736165,9.70967686,7.33929665,4.324793791,7.074456291,10.63401514,7.481754318,6.60341745,7.233657711,10.24762654,10.97968495,12:25
GSM969090,8.336121148,9.076835077,5.094856934,9.618399993,8.975627842,11.74210771,5.866493469,9.672951611,10.14774288,10.49098307,8.623387259,9.587208442,5.771095905,9.471068834,8.536418162,12.04002253,14.12086311,9.801842001,12.9699127,13.01988504,8.265080871,8.220246693,4.883422512,8.714169213,12.7903182,8.904800736,8.94792255,7.947706447,8.876541801,8.988748083,8.423034485,9.567986992,7.513050385,4.438251804,6.680713565,10.55165165,7.319274498,6.608726648,7.213857184,9.989461276,10.83258977,15:25
GSM969091,9.027359937,9.347527916,4.950489304,9.539158429,7.847404426,12.5969271,6.807061475,9.677562242,10.36711213,10.42429304,8.588209291,10.20588139,6.041467636,9.991253271,7.048012597,12.00740737,13.7606769,10.06873836,13.33977245,13.33719005,8.091324471,8.703330191,5.254210567,9.19554511,12.45766075,8.385512544,8.680918623,7.775147483,9.449088684,9.605801704,8.150706763,9.696088762,7.471772066,4.856744375,6.89344568,9.830321122,7.378888513,6.626051924,6.981372876,10.29152398,11.4941635,19:30
GSM969092,9.053876832,9.145074131,4.886758558,9.207204619,7.993364346,12.53747939,6.362742965,9.713282443,9.645456608,10.18032545,8.22708619,10.39836444,5.712872586,9.753611054,7.199099578,12.22437232,13.26237619,10.06689998,13.24417694,13.20332053,7.879936866,8.955651674,5.00188356,9.05290689,12.40751046,8.614091673,8.953664127,7.631264819,9.445125337,9.810113019,8.346573407,9.550438947,7.285437387,4.021739244,6.329446654,9.512313322,7.325031642,6.257779046,6.688805594,10.16681731,11.46780521,1:30
GSM969093,8.933707821,9.115756521,5.283148497,9.199480971,7.675422978,12.74687978,6.510533749,9.581044436,10.3619013,9.92301035,8.374199035,10.27442722,5.900291181,10.19531366,7.532242188,12.31572986,12.91948197,9.861284657,13.39668342,13.161262,7.801768403,8.941564921,4.707881309,9.008550852,12.55039129,8.375331408,8.955651674,7.92403793,9.2312419,9.864208266,8.643331451,9.404854058,7.367273589,5.063794718,6.431856217,9.778138527,7.422352467,6.524027692,7.220943618,9.965656762,11.55302706,4:30
GSM969094,8.56862276,8.99041461,4.856200271,8.982853014,7.734292014,12.56068896,5.838545004,9.577928099,10.06288566,10.32654107,7.972448374,9.976987951,5.176060427,10.08941954,7.215428786,12.18182088,13.30301943,9.803590628,13.66589599,13.30569353,7.854230954,8.88946307,4.61716225,8.687785729,12.53747939,8.522661557,8.76659062,7.52763016,8.912797562,9.592802503,8.07618596,9.578975543,7.171122947,4.163785165,5.936992243,9.408681098,7.003613817,5.839806926,6.431158766,10.78800898,11.49826373,7:30
GSM969095,8.599284836,9.092601011,5.687197987,9.138992138,8.256407155,12.613167,6.353183795,9.332305862,11.66323953,10.42984949,8.273451319,9.787500572,5.479311591,10.53953917,7.473993399,12.35355686,13.9225752,9.827266021,13.83312346,13.27247672,8.059916229,9.03204743,5.170059549,9.017572873,12.63666719,8.229569435,8.692181398,7.856601336,9.463363821,9.693261002,8.729931005,9.563425855,7.318370155,5.450370643,7.171601521,9.887097041,7.344964959,6.538268516,7.25751636,10.35513041,11.57943481,10:30
GSM969096,8.505698923,9.443299207,5.762164742,9.210322502,8.115335801,12.86658771,6.022177376,9.446194227,10.94096744,10.812024,8.33976032,9.721987386,5.519102121,10.38802552,7.603841293,12.3040024,14.03193797,9.659874304,13.9433664,13.74292113,7.872034921,8.822370966,4.743765731,8.989692511,12.55039129,8.137843075,8.710746245,7.846748547,9.30814452,9.524483595,8.255045687,9.595528964,7.193630952,5.443129761,7.306989497,9.82325917,7.518806171,6.753287718,7.141020966,10.58043161,11.79642087,14:12
GSM969097,9.160603985,9.070382984,5.797722462,9.769970845,9.247706864,11.70449752,6.031296255,10.06440188,10.78217504,10.4626587,9.017331779,10.83299676,6.134904986,9.899869501,8.092430064,11.81296446,14.34305425,10.49760466,12.38841247,12.18455452,8.386442147,8.550643252,5.338650107,8.926366605,12.71406776,8.342064353,8.808158654,7.72247269,8.951081195,9.726208503,8.375331408,9.58293468,7.654485869,5.790069676,7.7936803,9.79681766,7.585684156,6.329446654,7.718540494,10.55409371,11.02957564,16:55
GSM969098,9.253882388,8.983091436,5.584825772,9.848982986,8.948894532,11.65214567,6.578683379,10.0075356,10.25674984,10.37560466,8.939397288,10.92590201,6.116964445,9.780359865,8.243824669,11.58929313,13.8193782,10.4895818,12.4035319,12.05605811,8.282646626,8.352638513,4.418140039,8.966380261,13.03857457,8.4549118,8.729491415,7.941124604,9.191839855,9.514975644,8.457201863,9.660719264,7.606922981,5.042925832,6.860863673,9.437855352,7.380000153,6.115765696,7.350023511,10.25710348,11.00831955,19:55
GSM969099,9.55707303,8.874203378,5.13324417,9.374244028,8.443203356,11.49567834,6.41623949,10.04784974,10.36497814,10.24080723,8.905278202,11.1847051,6.030812346,8.999122708,7.850691702,11.63737965,13.26491902,10.59327093,11.86092377,11.45377296,8.252600692,8.665604831,4.207189768,9.34240298,12.32391529,8.575245429,8.810507125,7.650077524,9.584823965,9.820118019,8.234345508,9.816083217,7.529577483,5.050975047,7.313249214,8.989218212,7.364802958,5.998120912,7.198420117,9.734277338,10.66153257,22:55
GSM969100,10.15601654,9.31677848,4.587966055,9.801019499,8.631164872,11.50349642,6.736291723,10.03661715,10.60886469,10.16621477,8.921712214,11.21427762,6.308601026,9.181295466,7.820901466,11.8615229,13.34099272,10.49970541,11.86323052,11.27736854,8.39425064,8.464468967,4.888678264,9.224048963,12.15610581,8.676309575,9.019441897,7.837580386,9.545969053,10.09362032,8.459043769,9.793212306,7.516777946,5.371797033,7.640415207,9.724509501,7.689041749,6.267374728,7.415645334,9.451380339,10.4737714,1:55
GSM969101,9.837795731,8.989442097,5.126259208,9.584283425,8.461535306,11.39467083,6.311221577,9.768574927,10.75437552,9.847846669,8.740641195,11.19102489,5.664004297,9.338622947,7.896070278,12.06466818,12.71118687,10.39453197,12.07792321,11.38568266,7.941576423,8.163843915,4.561389437,8.811883075,12.36269127,8.851010093,9.155935481,7.597070097,9.406899954,10.21394444,8.491262948,9.580263147,7.622960504,4.951844998,6.608955784,9.698631231,7.160250258,5.381464086,7.140325542,9.647929038,10.51986419,4:55
